filename,prompt
023_Kyrios_a_contemplative_ancient_city_with_crumbli.png,"Kyrios, a contemplative, ancient city with crumbling yet elegant architecture, featuring intricate stone carvings and ornate fountains, photographed in high quality from a street-level viewpoint at dawn during the spring season, with warm sunlight casting long shadows across the cobblestone streets, prominent materials including weathered limestone and terracotta, climate/weather featuring a gentle mist, light quality soft and diffused, street elements including old lampposts and worn benches, human activity/presence minimal, rendering style photorealistic, additional detail visualizing the contrast between ancient ruins and overgrown vegetation."""
024_Zhilakai_a_contemplative_metropolis_with_postmode.png,"Zhilakai, a contemplative metropolis with postmodern architectural style, high-quality realistic photography, isometric viewpoint, late afternoon, spring season, prominent use of glass and steel materials, overcast climate with soft natural light, empty streets with few streetlights, minimal human presence, photorealistic rendering style, and subtle visual metaphor of contrasting old and new buildings."""
025_Kyrios_a_vibrant_futuristic_metropolis_with_slee.png,"Kyrios, a vibrant, futuristic metropolis with sleek, modern skyscrapers and neon-lit streets, features a blend of postmodern and brutalist architectural styles in high-quality, photorealistic images from a street-level viewpoint at sunset during the spring season, with prominent use of glass, steel, and LED lights, under a clear sky with soft, warm light, featuring bustling street activity with pedestrians and vehicles, rendered in a detailed, realistic style with subtle visual metaphors highlighting the contrast between old and new architectural elements."""
026_Venice_Italy_contemplative_Baroque_architectura.png,"Venice, Italy, contemplative, Baroque architectural style, photorealistic photography style, high quality, aerial viewpoint, late afternoon, spring, stone, terracotta, misty climate, soft light, ornate street lamps, minimal human activity, realistic rendering style, subtle contrast between old and new architecture."""
027_Athens_a_city_steeped_in_history_features_the_ma.png,"Athens, a city steeped in history, features the majestic Parthenon, its ancient columns standing as testament to the fusion of philosophy and architecture, amidst a warm spring morning with sunlight casting long shadows on the marble façade, surrounded by lush olive trees and a few pedestrians strolling through the Agora, rendered in photorealistic detail with subtle texture and depth."""
028_Alexandria_Egypt_contemplative_ancient_Egyptian.png,"Alexandria, Egypt, contemplative, ancient Egyptian architectural style, photorealistic photography style, high quality, isometric viewpoint, late afternoon, spring season, limestone, warm desert climate, soft natural light, street elements with minimal human activity, subtle rendering style, and a visual metaphor of the pyramid's shadow stretching towards the horizon."""
029_Kyrios_a_contemplative_metropolis_with_postmodern.png,"Kyrios, a contemplative metropolis with postmodern architectural style, high-quality realistic photography, aerial viewpoint at sunset during spring, prominent materials of glass and steel, mild climate with soft clouds, warm light quality, empty streets with occasional pedestrians, photorealistic rendering style."""
030_Kyrios_a_vibrant_contemplative_city_with_a_mix_o.png,"Kyrios, a vibrant, contemplative city with a mix of modern and postmodern architecture, features high-quality, photorealistic images of buildings with intricate details, taken from a street-level viewpoint at sunset during spring, showcasing prominent materials like glass, steel, and wood, with a warm climate and soft natural light, featuring bustling streets with people walking in harmony with the architectural design."""
031_In_Kyrios_a_city_of_blended_cultures_vibrant_str.png,"In Kyrios, a city of blended cultures, vibrant streets are filled with modernist architecture that seamlessly integrates historical symbols, such as ancient frescoes, into its design, creating a harmonious balance between materialistic and idealistic elements, under the warm light of late afternoon in spring, amidst lush greenery and bustling street life."""
032_Cairns_Australia_contemplative_tropical_moderni.png,"Cairns, Australia, contemplative, tropical modernism, photorealistic, high quality, street-level, late afternoon, humid climate, lush vegetation, warm light, vibrant street art, subtle human presence, realistic rendering style, contrasting old and new buildings to represent the tension between preservation and construction."""
033_Kyrios_a_contemplative_culturally_rich_city_with.png,"Kyrios, a contemplative, culturally rich city with a blend of modern and traditional architectural styles, features high-quality, realistic photographs taken at street-level during a warm spring morning, showcasing intricate tile work and ornate metal details amidst lush greenery, with soft natural light casting long shadows across the cobblestone streets, where locals engage in quiet conversations, while subtle mythological symbols are subtly integrated into the buildings' facades."""
034_Wellhaven_a_serene_coastal_town_features_a_welln.png,"Wellhaven, a serene coastal town, features a wellness facility with a minimalist design that incorporates calming pastel hues and large windows to maximize natural light, set against a backdrop of lush greenery and the sound of gentle waves crashing in the distance."""
035_Santa_Barbara_California_contemplative_minimali.png,"Santa Barbara, California, contemplative, minimalist modern architecture, photorealistic, high quality, street-level, late afternoon, spring, wood, stone, clear sky, warm light, sparse foliage, serene atmosphere, subtle water feature."""
036_Zhilakai_a_contemplative_serene_healthcare_facil.png,"Zhilakai, a contemplative, serene healthcare facility with a minimalist design inspired by Louis Kahn's style, features an open courtyard surrounded by lush greenery, blending seamlessly into the landscape view, as if knowledge and nature are intertwined. The high-quality photograph captures the isometric view of the building at dawn during spring, with prominent use of natural stone, wood, and glass materials, under soft morning light, amidst a gentle breeze, with subtle street elements and minimal human presence, rendered in photorealistic style, emphasizing the harmony between architecture and nature."""
037_Sydney_contemplative_modernist_photorealistic_.png,"Sydney, contemplative, modernist, photorealistic, high quality, street-level, late afternoon, spring, grey concrete, ocean breeze, warm sunlight, street lamps, minimal human activity, realistic rendering style, subtle ripples on the water's surface to represent the flow of momentum."""
038_Edinburgh_contemplative_postmodern_photorealist.png,"Edinburgh, contemplative, postmodern, photorealistic, high quality, isometric, late afternoon, spring, granite, misty climate, soft light, street lamps, minimal human activity, realistic rendering style."""
039_Venice_Italy_contemplative_Baroque-inspired_arc.png,"Venice, Italy, contemplative, Baroque-inspired architecture with ornate details, high-quality realistic photography, isometric viewpoint, late afternoon, spring season with blooming flowers, prominent materials include marble and terracotta, soft Mediterranean climate, warm golden light, street lamps, minimal human activity, photorealistic rendering style, and subtle water reflections on the pavement."""
040_Lanzhou_China_contemplative_traditional_Chinese.png,"Lanzhou, China, contemplative, traditional Chinese architecture style, realistic photography style, high quality, street-level viewpoint, late afternoon, spring season, terracotta tiles, mild climate with scattered clouds, warm natural light, traditional street lamps, minimal human activity."""
041_Kunming_rural_revitalization_hub_blends_traditio.png,"Kunming, rural revitalization hub, blends traditional villages with modern architecture, featuring sustainable bamboo structures, high-quality photography, isometric viewpoint, late afternoon sunlight, lush greenery, terracotta-tiled roofs, misty climate, warm natural light, winding stone pathways, minimal human presence, photorealistic rendering style, and a subtle visual metaphor of old and new coexisting in harmony."""
042_Kuala_Lumpur_a_city_of_contrasts_features_a_mix_.png,"Kuala Lumpur, a city of contrasts, features a mix of modern and traditional architecture, with vibrant street art reflecting the tension between preserving cultural heritage and embracing urban development, amidst lush tropical greenery and warm sunlight, in high-quality, realistic photography style, from an isometric viewpoint at mid-morning during spring."""
043_In_Venice_Italy_a_high-quality_aerial_photograph.png,"In Venice, Italy, a high-quality aerial photograph captures the vibrant atmosphere of a modernist architecture complex with hyperrealistic rendering style, showcasing abstract semiotic symbols embedded in the building's façade as they interact with the surrounding water and light, symbolizing the tension between external forms and underlying meanings."""
044_In_Lhasa_Tibet_a_high-quality_aerial_photograph.png,"In Lhasa, Tibet, a high-quality, aerial photograph captures the vibrant, contemplative atmosphere of the Potala Palace, with its traditional Tibetan architectural style blending modern and ancient elements. The camera is positioned to capture the intricate details of the palace's structure, which serves as a symbol of Tibetan culture and history. The sun casts a warm glow on the scene, illuminating the surrounding landscape and emphasizing the palace's imposing presence amidst the Himalayan mountains. The prominent materials are traditional Tibetan stone and wood, with a subtle blend of modern architectural elements. A gentle breeze carries the scent of incense through the air, adding to the contemplative mood."""
045_Luminaria_a_vibrant_and_lively_atmosphere_modern.png,"Luminaria, a vibrant and lively atmosphere, modernist architectural style with clean lines and minimal ornamentation, photorealistic photography style, high quality camera, isometric viewpoint, late afternoon, spring season, prominent materials include glass, steel, and reclaimed wood, mild climate with gentle breeze, soft natural light, street elements include pedestrian walkways and public art installations, human activity includes people strolling through the streets, rendering style is detailed and realistic, additional detail includes contrasting old and new buildings to highlight the renovation efforts."""
046_Zhilakai_vibrant_futuristic_postmodern_high_qu.png,"Zhilakai, vibrant, futuristic, postmodern, high quality, isometric, late afternoon, spring, glass, steel, warm sunlight, streetlights, pedestrians strolling along the sidewalk, photorealistic, rendering style with subtle texture and depth, contrasting old and new architectural styles in the background."""
047_In_Wuhan_China_vibrant_modern_architecture_with.png,"In Wuhan, China, vibrant, modern architecture with sleek lines and bold geometric patterns adorns the cityscape, emphasizing the structural integrity of its buildings while generating a dynamic and seamless visual effect, captured in high-quality, isometric photography at sunset during springtime, with prominent use of glass, steel, and concrete materials, under warm sunlight casting long shadows across the streets, featuring streetlights and pedestrians strolling along the sidewalk."""
048_Kyrios_a_contemplative_metropolis_with_a_mix_of_m.png,"Kyrios, a contemplative metropolis with a mix of modern and postmodern architectural styles, features high-quality, realistic photographs of buildings made from deliberately selected materials such as reclaimed wood, glass, and steel, captured at dusk during the spring season, with warm sunlight casting long shadows on the streets, highlighting the contrast between old and new structures."""
049_Wuhan_China_contemplative_traditional_Chinese_a.png,"Wuhan, China, contemplative, traditional Chinese architectural style, realistic photography style, high quality, street-level viewpoint, late afternoon, spring season, terracotta tiles, humid climate, soft natural light, ornate street lamps, minimal human activity."""
050_Hangzhou_China_vibrant_traditional_Chinese_arch.png,"Hangzhou, China, vibrant, traditional Chinese architecture with bold and extensive utilization of multiple colors, high-quality photography from a street-level viewpoint at sunset during spring, prominent materials include terracotta tiles, wood carvings, and intricately designed metalwork, climate is mild with soft sunlight filtering through the buildings, rendering style is photorealistic."""
051_In_Xin_an_China_a_high-quality_aerial_photograp.png,"In Xin'an, China, a high-quality, aerial photograph captures the vibrant, colorful facades of traditional Huizhou architecture at sunset during spring, with prominent use of wood and tile materials, set against a backdrop of lush greenery and warm sunlight filtering through the buildings' intricate patterns."""
052_Hangzhou_China_serene_traditional_classical_Ch.png,"Hangzhou, China, serene, traditional, classical Chinese architecture, photorealistic, high quality, isometric, late afternoon, spring, terracotta tiles, misty climate, soft natural light, ornate wooden carvings, tranquil water features, subtle human presence, realistic rendering style, and a visual metaphor of the ancestral house as a symbol of family heritage."""
053_Kyrios_a_vibrant_futuristic_metropolis_with_slee.png,"Kyrios, a vibrant, futuristic metropolis with sleek, modern architecture, features a sprawling, high-tech complex with a dynamic, ever-changing spatial layout that reflects the city's emphasis on innovation and progress, captured in a photorealistic, high-quality image from a street-level viewpoint at sunset during spring, with prominent use of glass, steel, and LED lights, set against a clear blue sky with soft, warm light, surrounded by bustling streets filled with pedestrians and vehicles."""
054_Wuhan_China_contemplative_traditional_Chinese_a.png,"Wuhan, China, contemplative, traditional Chinese architecture, photorealistic, high quality, street-level, late afternoon, spring, terracotta tiles, mild climate, soft natural light, ornate lanterns, people strolling in the streets, realistic rendering style."""
055_Kunming_China_contemplative_traditional_Chinese.png,"Kunming, China, contemplative, traditional Chinese architecture, realistic, high quality, street-level, late afternoon, spring, terracotta tiles, mild climate, soft natural light, old wooden doors, minimal human activity, watercolor rendering style, contrasting old and new buildings in the background."""
056_Kyoto_Japan_serene_and_contemplative_with_a_ble.png,"Kyoto, Japan, serene and contemplative, with a blend of traditional Japanese architecture and modern minimalist designs, high-quality photography from an aerial viewpoint at sunset during spring, featuring prominent materials such as wood and stone, with lush greenery and blooming cherry blossoms, soft natural light, and subtle street elements, minimal human activity, realistic rendering style, and additional detail of contrasting old and new architectural styles."""
057_Hangzhou_serene_traditional_Chinese_architecture.png,"Hangzhou, serene, traditional Chinese architecture, watercolor-style photography, high quality, aerial, late afternoon, misty climate, prominent wood and tile materials, lush vegetation, street lanterns, minimal human activity, soft focus rendering, subtle contrast between old and new buildings."""
058_Wuyuan_serene_and_contemplative_traditional_Chin.png,"Wuyuan, serene and contemplative, traditional Chinese architecture with intricate wood carvings, photorealistic photography style, high quality camera, isometric viewpoint, late afternoon, spring season, prominent materials include wood, tile, and stone, misty climate, soft natural light, ornate street lamps, minimal human activity, realistic rendering style, and subtle water features reflecting the surrounding landscape."""
059_Hangzhou_serene_and_contemplative_features_tradi.png,"Hangzhou, serene and contemplative, features traditional Huizhou-style white walls amidst lush greenery, reflecting a harmonious blend of nature and human-made structures."""
060_Hangzhou_China_contemplative_traditional_Chines.png,"Hangzhou, China, contemplative, traditional Chinese architecture style, photorealistic, high quality, street-level, late afternoon, spring, terracotta tiles, misty climate, soft natural light, ornate wooden carvings, subtle human presence, realistic rendering style, and a visual metaphor of contrasting old and new elements in the background."""
061_Hangzhou_serene_traditional_Chinese_architecture.png,"Hangzhou, serene, traditional Chinese architecture, photorealistic, high quality, street-level, late afternoon, spring, gray bricks, misty climate, soft natural light, ornate wooden carvings, minimal human activity."""
062_Hangzhou_serene_traditional_wooden_lattice_wind.png,"Hangzhou, serene, traditional, wooden lattice windows with intricate carvings, high-quality photograph from an isometric viewpoint at dawn during spring, prominent materials: wood, stone, climate: misty, light quality: soft diffused, street elements: narrow alleys, human activity/presence: minimal, rendering style: photorealistic, additional detail: a few cherry blossoms in bloom."""
063_Zhilin_China_serene_traditional_rustic_high_q.png,"Zhilin, China, serene, traditional, rustic, high quality, isometric, late afternoon, spring, wood, stone, misty, soft, street lamps, people walking in the distance, realistic rendering style, wooden bridges crossing a tranquil river."""
064_Venetia_a_picturesque_coastal_town_features_a_ca.png,"Venetia, a picturesque coastal town, features a captivating entrance to its scenic area, where the original village entrance has been transformed into a scenic gate and square. The entrance is paved with vibrant blue and white square tiles, effectively separating pedestrian traffic from the dedicated vehicle passage that connects to the waterfront highway at the rear. The surrounding vegetation has been carefully maintained to provide ample space for the design of the square and gate, creating a harmonious blend of nature and architecture. The scene is captured in high-quality, photorealistic detail during a warm summer afternoon, with soft sunlight casting a gentle glow on the tiles and the lush greenery."""
065_Luminaria_serene_with_a_blend_of_modern_and_rust.png,"Luminaria, serene, with a blend of modern and rustic architectural styles, high-quality photography, isometric viewpoint, late afternoon, spring season, wooden sidewalks, lush greenery, soft natural light, street lamps, people strolling in the distance, photorealistic rendering style, and subtle water features reflecting the surrounding landscape."""
066_In_Luminaria_a_vibrant_tropical_metropolis_with_.png,"In Luminaria, a vibrant, tropical metropolis with a mix of modern and traditional architecture, a high-quality, aerial photograph captures the Residence 1 building at dusk during the dry season, showcasing its original red clay tile roofs contrasting with the added blue color-coated steel sheet roofs on the ground floor, which are partially shaded by lush greenery, while the surrounding streets feature a blend of old and new buildings, with people walking in both directions, and the rendering style is photorealistic."""
067_In_Kyrios_a_vibrant_modern_metropolis_a_sleek_.png,"In Kyrios, a vibrant, modern metropolis, a sleek, high-rise building stands out amidst a backdrop of lush greenery, its black titanium-zinc panels glistening under warm sunlight as pedestrians stroll along the newly created pedestrian walkway and driveway, while in the background, the surrounding walls blend harmoniously with the courtyard space, showcasing the perfect balance between functionality and aesthetics."""
068_Zhilakai_a_city_with_a_mix_of_modern_and_traditio.png,"Zhilakai, a city with a mix of modern and traditional architecture, features a sleek, high-quality photograph taken from a street-level viewpoint at dusk during springtime, showcasing a building with a predominantly white facade, black aluminum panels on the side walls, and a flat roof extended to create a functional balcony, while the horse head wall symbol stands out as a prominent design element amidst a backdrop of lush greenery and vibrant street art."""
069_Cairns_tropical_modernist_realistic_high_quali.png,"Cairns, tropical, modernist, realistic, high quality, street-level, late afternoon, humid climate, warm sunlight, lush greenery, palm trees, people strolling along the sidewalk, photorealistic rendering, contrasting old and new architectural styles."""
070_Kairovia_a_futuristic_metropolis_with_a_tense_atm.png,"Kairovia, a futuristic metropolis with a tense atmosphere, features a sleek, modern architectural style with high-quality, photorealistic photography. The building's facade is dominated by black thermally broken aluminum frames and 20 mm thick steel plates, which are juxtaposed against the vibrant colors of the surrounding cityscape. The image is captured from an oblique viewpoint at dusk during spring, with warm sunlight casting long shadows across the structure. Prominent materials include polished steel, glass, and black aluminum, set against a backdrop of lush greenery and bustling street life."""
071_Kuala_Lumpur_Malaysia_contemplative_modernist_.png,"Kuala Lumpur, Malaysia, contemplative, modernist, photorealistic, high quality, street-level, late afternoon, spring, glass and steel, warm tropical climate, soft natural light, minimal street furniture, no human activity."""
072_In_Kyrios_a_city_of_sleek_modernity_a_high-quali.png,"In Kyrios, a city of sleek modernity, a high-quality photograph captures the isometric view of a newly constructed ground floor with glass bricks that filter sunlight and maintain privacy, surrounded by a lush greenery-filled courtyard with a mix of modern and minimalist street elements, under a clear blue sky with soft, warm light, and a gentle breeze rustling through the leaves."""
073_In_Tokyo_a_high-quality_photograph_from_an_aerial.png,"In Tokyo, a high-quality photograph from an aerial viewpoint captures the sleek, modernist façade of a residential complex, showcasing a carefully designed arrangement of openings that create a clean geometric shape, with late afternoon sunlight casting long shadows on the building's surface, highlighting the interplay between light and structure."""
074_Kuala_Lumpur_vibrant_eclectic_mix_of_modern_and_.png,"Kuala Lumpur, vibrant, eclectic mix of modern and traditional architecture, high-quality realistic photography, isometric viewpoint, late afternoon, warm humid climate with lush greenery, prominent materials include steel, wood, and brick, street elements include vendors and pedestrians, rendering style is photorealistic, additional detail includes contrasting old and new architectural styles."""
075_Kuala_Lumpur_a_city_blending_tradition_and_modern.png,"Kuala Lumpur, a city blending tradition and modernity, features a historic shophouse complex where original structures have been preserved and integrated with contemporary architecture, showcasing a mix of old and new materials such as weathered brick, steel, and glass, set against a backdrop of lush tropical vegetation and warm sunlight filtering through the trees."""
076_Buenos_Aires_a_city_with_a_rich_architectural_his.png,"Buenos Aires, a city with a rich architectural history, features a blend of modern and colonial styles in this image. The vibrant streets are lined with high-quality, photorealistic renderings of buildings showcasing flat layouts (residence 3), symmetrical structures with balconies (residence 4), and expansive rooftop terraces (residence 5). The scene is set during the late afternoon, with warm sunlight casting long shadows across the street. The prominent materials are a mix of concrete, brick, and glass, reflecting the city's eclectic architectural heritage. A gentle breeze carries the scent of blooming flowers through the air, adding to the city's lively atmosphere."""
077_Kuala_Lumpur_Malaysia_serene_tropical_modernism.png,"Kuala Lumpur, Malaysia, serene, tropical modernism, photorealistic, high quality, street-level, late afternoon, warm spring day, prominent materials: light gray concrete and dark gray bluestone, lush greenery with preserved trees, soft natural light, pedestrian-friendly streets with minimal traffic, subtle street art or murals highlighting the importance of ecological balance."""
078_Hangzhou_serene_and_contemplative_features_tradi.png,"Hangzhou, serene and contemplative, features traditional Chinese architecture with intricately designed landscape walls surrounding lush green spaces, capturing the balance between visual appeal and resident seclusion under warm sunlight during spring."""
079_In_Lhasa_Tibet_China_a_high-quality_aerial_vie.png,"In Lhasa, Tibet, China, a high-quality, aerial view of a renovated rural village showcases a harmonious blend of traditional Tibetan architecture with modern elements, featuring intricately carved wooden facades, vibrant prayer flags, and lush greenery amidst the majestic Himalayan backdrop, under a warm, sunny afternoon sky in late spring, with prominent materials including natural stone, wood, and earthy tones, amidst a gentle, misty climate with soft, diffused light, surrounded by traditional Tibetan street elements such as prayer wheels and incense sticks, with minimal human activity."""
080_In_Kyrios_a_vibrant_rural_town_modern_architect.png,"In Kyrios, a vibrant, rural town, modern architecture blends seamlessly into the landscape, with sleek, curved lines and sustainable materials that prioritize both aesthetic expression and environmental responsibility, captured in high-quality, photorealistic detail from a street-level viewpoint at dawn during spring, featuring prominent use of reclaimed wood, lush greenery, and a clear blue sky with soft, warm light."""
081_Boston_a_vibrant_metropolis_with_a_mix_of_modern_.png,"Boston, a vibrant metropolis with a mix of modern and historic architecture, features a bustling public square with high-quality, photorealistic images of people from diverse backgrounds freely accessing the ebook on large digital screens embedded in the buildings' facades, while others engage in lively discussions nearby, amidst lush greenery and street performers, under warm sunlight and soft shadows."""
082_Zhilakai_a_contemplative_metropolis_with_a_blend_.png,"Zhilakai, a contemplative metropolis with a blend of modern and postmodern architectural styles, features high-quality, photorealistic images of sleek skyscrapers with subtle, abstract patterns etched into their facades, capturing the essence of symbolic representation in urban landscapes at dawn during spring."""
083_Kyrios_a_contemplative_serene_city_with_a_mix_of.png,"Kyrios, a contemplative, serene city with a mix of modern and ancient architectural styles, featuring high-quality, photorealistic images of buildings that blend seamlessly into the surrounding landscape, captured from a street-level viewpoint at dawn during spring, with prominent use of natural stone, lush greenery, and soft, warm light filtering through the morning mist, accompanied by subtle human activity in the form of individuals meditating or walking quietly along the streets."""
084_Kyrios_a_vibrant_postmodern_metropolis_with_a_mi.png,"Kyrios, a vibrant, postmodern metropolis with a mix of futuristic and Art Deco architectural styles, features high-quality, photorealistic images of its streets at sunset during spring, with prominent use of glass, steel, and LED lights, set against a backdrop of clear blue skies and gentle breezes, showcasing the fusion of old and new elements in its design."""
085_Rochester_USA_vibrant_modernist_architecture_p.png,"Rochester, USA, vibrant, modernist architecture, photorealistic photography style, high quality, street-level viewpoint, late afternoon, spring season, prominent materials: glass, steel, and concrete, partly cloudy climate with a gentle breeze, soft natural light, street elements: pedestrians, cars, and bicycles, human activity/presence: people walking towards the city center, rendering style: realistic, additional detail: a large public art installation in front of a modern skyscraper."""
